PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,TpFare,Titulo,Apellido,Nombre,Año_de_Nacimiento,Familiares,Familia
727,1,2ª Clase,Mujeres,30.0,21.0,S,Caro,Mrs,Renouf,Peter,1882,3,Con Familia
728,1,3ª Clase,Mujeres,22.0,7.7375,Q,Muy Barato,Miss,Mannion,Margareth,1890,0,Sin Familia
729,0,2ª Clase,Hombres,25.0,26.0,S,Caro,Mr,Bryhl,Kurt,1887,1,Con Familia
730,0,3ª Clase,Mujeres,25.0,7.925,S,Barato,Miss,Ilmakangas,Pieta,1887,1,Con Familia
731,1,1ª Clase,Mujeres,29.0,211.3375,S,Muy Caro,Miss,Allen,Elisabeth,1883,0,Sin Familia
732,0,3ª Clase,Hombres,11.0,18.7875,C,Caro,Mr,Hassan,Houssein,1901,0,Sin Familia
733,0,2ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Knight,Robert,1880,0,Sin Familia
734,0,2ª Clase,Hombres,23.0,13.0,S,Barato,Mr,Berriman,William,1889,0,Sin Familia
735,0,2ª Clase,Hombres,23.0,13.0,S,Barato,Mr,Troupiansky,Moses,1889,0,Sin Familia
736,0,3ª Clase,Hombres,28.5,16.1,S,Caro,Mr,Williams,Leslie,1884,0,Sin Familia
737,0,3ª Clase,Mujeres,48.0,34.375,S,Muy Caro,Mrs,Ford,Edward,1864,4,Con Familia
738,1,1ª Clase,Hombres,35.0,512.3292,C,Muy Caro,Mr,Lesurer,Gustave,1877,0,Sin Familia
739,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Ivanoff,Kanio,1880,0,Sin Familia
740,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Nankoff,Minko,1880,0,Sin Familia
741,1,1ª Clase,Hombres,32.0,30.0,S,Caro,Mr,Hawksford,Walter,1880,0,Sin Familia
742,0,1ª Clase,Hombres,36.0,78.85,S,Muy Caro,Mr,Cavendish,Tyrell,1876,1,Con Familia
743,1,1ª Clase,Mujeres,21.0,262.375,C,Muy Caro,Miss,Ryerson,Susan,1891,4,Con Familia
744,0,3ª Clase,Hombres,24.0,16.1,S,Caro,Mr,McNamee,Neal,1888,1,Con Familia
745,1,3ª Clase,Hombres,31.0,7.925,S,Barato,Mr,Stranden,Juho,1881,0,Sin Familia
746,0,1ª Clase,Hombres,70.0,71.0,S,Muy Caro,Capt,Crosby,Edward,1842,2,Con Familia
747,0,3ª Clase,Hombres,16.0,20.25,S,Caro,Mr,Abbott,Rossmore,1896,2,Con Familia
748,1,2ª Clase,Mujeres,30.0,13.0,S,Barato,Miss,Sinkkonen,Anna,1882,0,Sin Familia
749,0,1ª Clase,Hombres,19.0,53.1,S,Muy Caro,Mr,Marvin,Daniel,1893,1,Con Familia
750,0,3ª Clase,Hombres,31.0,7.75,Q,Muy Barato,Mr,Connaghton,Michael,1881,0,Sin Familia
751,1,2ª Clase,Mujeres,4.0,23.0,S,Caro,Miss,Wells,Joan,1908,2,Con Familia
752,1,3ª Clase,Hombres,6.0,12.475,S,Barato,Master,Moor,Meier,1906,1,Con Familia
753,0,3ª Clase,Hombres,33.0,9.5,S,Barato,Mr,Velde,Johannes,1879,0,Sin Familia
754,0,3ª Clase,Hombres,23.0,7.8958,S,Muy Barato,Mr,Jonkoff,Lalio,1889,0,Sin Familia
755,1,2ª Clase,Mujeres,48.0,65.0,S,Muy Caro,Mrs,Herman,Samuel,1864,3,Con Familia
756,1,2ª Clase,Hombres,0.67,14.5,S,Caro,Master,Hamalainen,Viljo,1912,2,Con Familia
757,0,3ª Clase,Hombres,28.0,7.7958,S,Muy Barato,Mr,Carlsson,August,1884,0,Sin Familia
758,0,2ª Clase,Hombres,18.0,11.5,S,Barato,Mr,Bailey,Percy,1894,0,Sin Familia
759,0,3ª Clase,Hombres,34.0,8.05,S,Barato,Mr,Theobald,Thomas,1878,0,Sin Familia
760,1,1ª Clase,Mujeres,33.0,86.5,S,Muy Caro,Countess,Rothes,of,1879,0,Sin Familia
761,0,3ª Clase,Hombres,32.0,14.5,S,Caro,Mr,Garfirth,John,1880,0,Sin Familia
762,0,3ª Clase,Hombres,41.0,7.125,S,Muy Barato,Mr,Nirva,Iisakki,1871,0,Sin Familia
763,1,3ª Clase,Hombres,20.0,7.2292,C,Muy Barato,Mr,Barah,Hanna,1892,0,Sin Familia
764,1,1ª Clase,Mujeres,36.0,120.0,S,Muy Caro,Mrs,Carter,William,1876,3,Con Familia
765,0,3ª Clase,Hombres,16.0,7.775,S,Muy Barato,Mr,Eklund,Hans,1896,0,Sin Familia
766,1,1ª Clase,Mujeres,51.0,77.9583,S,Muy Caro,Mrs,Hogeboom,John,1861,1,Con Familia
767,0,1ª Clase,Hombres,41.0,39.6,C,Muy Caro,Dr,Brewe,Arthur,1871,0,Sin Familia
768,0,3ª Clase,Mujeres,30.5,7.75,Q,Muy Barato,Miss,Mangan,Mary,1882,0,Sin Familia
769,0,3ª Clase,Hombres,32.0,24.15,Q,Caro,Mr,Moran,Daniel,1880,1,Con Familia
770,0,3ª Clase,Hombres,32.0,8.3625,S,Barato,Mr,Gronnestad,Daniel,1880,0,Sin Familia
771,0,3ª Clase,Hombres,24.0,9.5,S,Barato,Mr,Lievens,Rene,1888,0,Sin Familia
772,0,3ª Clase,Hombres,48.0,7.8542,S,Muy Barato,Mr,Jensen,Niels,1864,0,Sin Familia
773,0,2ª Clase,Mujeres,57.0,10.5,S,Barato,Mrs,Mack,,1855,0,Sin Familia
774,0,3ª Clase,Hombres,32.0,7.225,C,Muy Barato,Mr,Elias,Dibo,1880,0,Sin Familia
775,1,2ª Clase,Mujeres,54.0,23.0,S,Caro,Mrs,Hocking,Elizabeth,1858,4,Con Familia
776,0,3ª Clase,Hombres,18.0,7.75,S,Muy Barato,Mr,Myhrman,Pehr,1894,0,Sin Familia
777,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Tobin,Roger,1880,0,Sin Familia
778,1,3ª Clase,Mujeres,5.0,12.475,S,Barato,Miss,Emanuel,Virginia,1907,0,Sin Familia
779,0,3ª Clase,Hombres,32.0,7.7375,Q,Muy Barato,Mr,Kilgannon,Thomas,1880,0,Sin Familia
780,1,1ª Clase,Mujeres,43.0,211.3375,S,Muy Caro,Mrs,Robert,Edward,1869,1,Con Familia
781,1,3ª Clase,Mujeres,13.0,7.2292,C,Muy Barato,Miss,Ayoub,Banoura,1899,0,Sin Familia
782,1,1ª Clase,Mujeres,17.0,57.0,S,Muy Caro,Mrs,Dick,Albert,1895,1,Con Familia
783,0,1ª Clase,Hombres,29.0,30.0,S,Caro,Mr,Long,Milton,1883,0,Sin Familia
784,0,3ª Clase,Hombres,32.0,23.45,S,Caro,Mr,Johnston,Andrew,1880,3,Con Familia
785,0,3ª Clase,Hombres,25.0,7.05,S,Muy Barato,Mr,Ali,William,1887,0,Sin Familia
786,0,3ª Clase,Hombres,25.0,7.25,S,Muy Barato,Mr,Harmer,Abraham,1887,0,Sin Familia
787,1,3ª Clase,Mujeres,18.0,7.4958,S,Muy Barato,Miss,Sjoblom,Anna,1894,0,Sin Familia
788,0,3ª Clase,Hombres,8.0,29.125,Q,Caro,Master,Rice,George,1904,5,Con Familia
789,1,3ª Clase,Hombres,1.0,20.575,S,Caro,Master,Dean,Bertram,1911,3,Con Familia
790,0,1ª Clase,Hombres,46.0,79.2,C,Muy Caro,Mr,Guggenheim,Benjamin,1866,0,Sin Familia
791,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Keane,Andrew,1880,0,Sin Familia
792,0,2ª Clase,Hombres,16.0,26.0,S,Caro,Mr,Gaskell,Alfred,1896,0,Sin Familia
793,0,3ª Clase,Mujeres,22.0,69.55,S,Muy Caro,Miss,Sage,Stella,1890,10,Con Familia
794,0,1ª Clase,Hombres,32.0,30.6958,C,Caro,Mr,Hoyt,William,1880,0,Sin Familia
795,0,3ª Clase,Hombres,25.0,7.8958,S,Muy Barato,Mr,Dantcheff,Ristiu,1887,0,Sin Familia
796,0,2ª Clase,Hombres,39.0,13.0,S,Barato,Mr,Otter,Richard,1873,0,Sin Familia
797,1,1ª Clase,Mujeres,49.0,25.9292,S,Caro,Dr,Leader,Alice,1863,0,Sin Familia
798,1,3ª Clase,Mujeres,31.0,8.6833,S,Barato,Mrs,Osman,Mara,1881,0,Sin Familia
799,0,3ª Clase,Hombres,30.0,7.2292,C,Muy Barato,Mr,Shawah,Yousseff,1882,0,Sin Familia
800,0,3ª Clase,Mujeres,30.0,24.15,S,Caro,Mrs,Impe,Jean,1882,2,Con Familia
801,0,2ª Clase,Hombres,34.0,13.0,S,Barato,Mr,Ponesell,Martin,1878,0,Sin Familia
802,1,2ª Clase,Mujeres,31.0,26.25,S,Caro,Mrs,Collyer,Harvey,1881,2,Con Familia
803,1,1ª Clase,Hombres,11.0,120.0,S,Muy Caro,Master,Carter,William,1901,3,Con Familia
804,1,3ª Clase,Hombres,0.42,8.5167,C,Barato,Master,Thomas,Assad,1912,1,Con Familia
805,1,3ª Clase,Hombres,27.0,6.975,S,Muy Barato,Mr,Hedman,Oskar,1885,0,Sin Familia
806,0,3ª Clase,Hombres,31.0,7.775,S,Muy Barato,Mr,Johansson,Karl,1881,0,Sin Familia
807,0,1ª Clase,Hombres,39.0,0.0,S,Muy Barato,Mr,Andrews,Thomas,1873,0,Sin Familia
808,0,3ª Clase,Mujeres,18.0,7.775,S,Muy Barato,Miss,Pettersson,Ellen,1894,0,Sin Familia
809,0,2ª Clase,Hombres,39.0,13.0,S,Barato,Mr,Meyer,August,1873,0,Sin Familia
810,1,1ª Clase,Mujeres,33.0,53.1,S,Muy Caro,Mrs,Chambers,Norman,1879,1,Con Familia
811,0,3ª Clase,Hombres,26.0,7.8875,S,Muy Barato,Mr,Alexander,William,1886,0,Sin Familia
812,0,3ª Clase,Hombres,39.0,24.15,S,Caro,Mr,Lester,James,1873,0,Sin Familia
813,0,2ª Clase,Hombres,35.0,10.5,S,Barato,Mr,Slemen,Richard,1877,0,Sin Familia
814,0,3ª Clase,Mujeres,6.0,31.275,S,Muy Caro,Miss,Andersson,Ebba,1906,6,Con Familia
815,0,3ª Clase,Hombres,30.5,8.05,S,Barato,Mr,Tomlin,Ernest,1882,0,Sin Familia
816,0,1ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Fry,Richard,1880,0,Sin Familia
817,0,3ª Clase,Mujeres,23.0,7.925,S,Barato,Miss,Heininen,Wendla,1889,0,Sin Familia
818,0,2ª Clase,Hombres,31.0,37.0042,C,Muy Caro,Mr,Mallet,Albert,1881,2,Con Familia
819,0,3ª Clase,Hombres,43.0,6.45,S,Muy Barato,Mr,Holm,John,1869,0,Sin Familia
820,0,3ª Clase,Hombres,10.0,27.9,S,Caro,Master,Skoog,Karl,1902,5,Con Familia
821,1,1ª Clase,Mujeres,52.0,93.5,S,Muy Caro,Mrs,Hays,Charles,1860,2,Con Familia
822,1,3ª Clase,Hombres,27.0,8.6625,S,Barato,Mr,Lulic,Nikola,1885,0,Sin Familia
823,0,1ª Clase,Hombres,38.0,0.0,S,Muy Barato,Jonkheer,Reuchlin,John,1874,0,Sin Familia
824,1,3ª Clase,Mujeres,27.0,12.475,S,Barato,Mrs,Moor,,1885,1,Con Familia
825,0,3ª Clase,Hombres,2.0,39.6875,S,Muy Caro,Master,Panula,Urho,1910,5,Con Familia
826,0,3ª Clase,Hombres,32.0,6.95,Q,Muy Barato,Mr,Flynn,John,1880,0,Sin Familia
827,0,3ª Clase,Hombres,32.0,56.4958,S,Muy Caro,Mr,Lam,Len,1880,0,Sin Familia
828,1,2ª Clase,Hombres,1.0,37.0042,C,Muy Caro,Master,Mallet,Andre,1911,2,Con Familia
829,1,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,McCormack,Thomas,1880,0,Sin Familia
830,1,1ª Clase,Mujeres,62.0,80.0,S,Muy Caro,Mrs,Stone,George,1850,0,Sin Familia
831,1,3ª Clase,Mujeres,15.0,14.4542,C,Barato,Mrs,Yasbeck,Antoni,1897,1,Con Familia
832,1,2ª Clase,Hombres,0.83,18.75,S,Caro,Master,Richards,George,1912,2,Con Familia
833,0,3ª Clase,Hombres,32.0,7.2292,C,Muy Barato,Mr,Saad,Amin,1880,0,Sin Familia
834,0,3ª Clase,Hombres,23.0,7.8542,S,Muy Barato,Mr,Augustsson,Albert,1889,0,Sin Familia
835,0,3ª Clase,Hombres,18.0,8.3,S,Barato,Mr,Allum,Owen,1894,0,Sin Familia
836,1,1ª Clase,Mujeres,39.0,83.1583,C,Muy Caro,Miss,Compton,Sara,1873,2,Con Familia
837,0,3ª Clase,Hombres,21.0,8.6625,S,Barato,Mr,Pasic,Jakob,1891,0,Sin Familia
838,0,3ª Clase,Hombres,32.0,8.05,S,Barato,Mr,Sirota,Maurice,1880,0,Sin Familia
839,1,3ª Clase,Hombres,32.0,56.4958,S,Muy Caro,Mr,Chip,Chang,1880,0,Sin Familia
840,1,1ª Clase,Hombres,32.0,29.7,C,Caro,Mr,Marechal,Pierre,1880,0,Sin Familia
841,0,3ª Clase,Hombres,20.0,7.925,S,Barato,Mr,Alhomaki,Ilmari,1892,0,Sin Familia
842,0,2ª Clase,Hombres,16.0,10.5,S,Barato,Mr,Mudd,Thomas,1896,0,Sin Familia
843,1,1ª Clase,Mujeres,30.0,31.0,C,Caro,Miss,Serepeca,Augusta,1882,0,Sin Familia
844,0,3ª Clase,Hombres,34.5,6.4375,C,Muy Barato,Mr,Lemberopolous,Peter,1878,0,Sin Familia
845,0,3ª Clase,Hombres,17.0,8.6625,S,Barato,Mr,Culumovic,Jeso,1895,0,Sin Familia
846,0,3ª Clase,Hombres,42.0,7.55,S,Muy Barato,Mr,Abbing,Anthony,1870,0,Sin Familia
847,0,3ª Clase,Hombres,32.0,69.55,S,Muy Caro,Mr,Sage,Douglas,1880,10,Con Familia
848,0,3ª Clase,Hombres,35.0,7.8958,C,Muy Barato,Mr,Markoff,Marin,1877,0,Sin Familia
849,0,2ª Clase,Hombres,28.0,33.0,S,Muy Caro,Rev,Harper,John,1884,1,Con Familia
850,1,1ª Clase,Mujeres,36.0,89.1042,C,Muy Caro,Mrs,Goldenberg,Samuel,1876,1,Con Familia
851,0,3ª Clase,Hombres,4.0,31.275,S,Muy Caro,Master,Andersson,Sigvard,1908,6,Con Familia
852,0,3ª Clase,Hombres,74.0,7.775,S,Muy Barato,Mr,Svensson,Johan,1838,0,Sin Familia
853,0,3ª Clase,Mujeres,9.0,15.2458,C,Caro,Miss,Boulos,Nourelain,1903,2,Con Familia
854,1,1ª Clase,Mujeres,16.0,39.4,S,Muy Caro,Miss,Lines,Mary,1896,1,Con Familia
855,0,2ª Clase,Mujeres,44.0,26.0,S,Caro,Mrs,Carter,Ernest,1868,1,Con Familia
856,1,3ª Clase,Mujeres,18.0,9.35,S,Barato,Mrs,Aks,Sam,1894,1,Con Familia
857,1,1ª Clase,Mujeres,45.0,164.8667,S,Muy Caro,Mrs,Wick,George,1867,2,Con Familia
858,1,1ª Clase,Hombres,51.0,26.55,S,Caro,Mr,Daly,Peter,1861,0,Sin Familia
859,1,3ª Clase,Mujeres,24.0,19.2583,C,Caro,Mrs,Baclini,Solomon,1888,3,Con Familia
860,0,3ª Clase,Hombres,32.0,7.2292,C,Muy Barato,Mr,Razi,Raihed,1880,0,Sin Familia
861,0,3ª Clase,Hombres,41.0,14.1083,S,Barato,Mr,Hansen,Claus,1871,2,Con Familia
862,0,2ª Clase,Hombres,21.0,11.5,S,Barato,Mr,Giles,Frederick,1891,1,Con Familia
863,1,1ª Clase,Mujeres,48.0,25.9292,S,Caro,Mrs,Swift,Frederick,1864,0,Sin Familia
864,0,3ª Clase,Mujeres,22.0,69.55,S,Muy Caro,Miss,Sage,Dorothy,1890,10,Con Familia
865,0,2ª Clase,Hombres,24.0,13.0,S,Barato,Mr,Gill,John,1888,0,Sin Familia
866,1,2ª Clase,Mujeres,42.0,13.0,S,Barato,Mrs,Bystrom,,1870,0,Sin Familia
867,1,2ª Clase,Mujeres,27.0,13.8583,C,Barato,Miss,More,Asuncion,1885,1,Con Familia
868,0,1ª Clase,Hombres,31.0,50.4958,S,Muy Caro,Mr,Roebling,Washington,1881,0,Sin Familia
869,0,3ª Clase,Hombres,32.0,9.5,S,Barato,Mr,Melkebeke,Philemon,1880,0,Sin Familia
870,1,3ª Clase,Hombres,4.0,11.1333,S,Barato,Master,Johnson,Harold,1908,2,Con Familia
871,0,3ª Clase,Hombres,26.0,7.8958,S,Muy Barato,Mr,Balkic,Cerin,1886,0,Sin Familia
872,1,1ª Clase,Mujeres,47.0,52.5542,S,Muy Caro,Mrs,Beckwith,Richard,1865,2,Con Familia
873,0,1ª Clase,Hombres,33.0,5.0,S,Muy Barato,Mr,Carlsson,Frans,1879,0,Sin Familia
874,0,3ª Clase,Hombres,47.0,9.0,S,Barato,Mr,Cruyssen,Victor,1865,0,Sin Familia
875,1,2ª Clase,Mujeres,28.0,24.0,C,Caro,Mrs,Abelson,Samuel,1884,1,Con Familia
876,1,3ª Clase,Mujeres,15.0,7.225,C,Muy Barato,Miss,Najib,Adele,1897,0,Sin Familia
877,0,3ª Clase,Hombres,20.0,9.8458,S,Barato,Mr,Gustafsson,Alfred,1892,0,Sin Familia
878,0,3ª Clase,Hombres,19.0,7.8958,S,Muy Barato,Mr,Petroff,Nedelio,1893,0,Sin Familia
879,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Laleff,Kristo,1880,0,Sin Familia
880,1,1ª Clase,Mujeres,56.0,83.1583,C,Muy Caro,Mrs,Potter,Thomas,1856,1,Con Familia
881,1,2ª Clase,Mujeres,25.0,26.0,S,Caro,Mrs,Shelley,William,1887,1,Con Familia
882,0,3ª Clase,Hombres,33.0,7.8958,S,Muy Barato,Mr,Markun,Johann,1879,0,Sin Familia
883,0,3ª Clase,Mujeres,22.0,10.5167,S,Barato,Miss,Dahlberg,Gerda,1890,0,Sin Familia
884,0,2ª Clase,Hombres,28.0,10.5,S,Barato,Mr,Banfield,Frederick,1884,0,Sin Familia
885,0,3ª Clase,Hombres,25.0,7.05,S,Muy Barato,Mr,Sutehall,Henry,1887,0,Sin Familia
886,0,3ª Clase,Mujeres,39.0,29.125,Q,Caro,Mrs,Rice,William,1873,5,Con Familia
887,0,2ª Clase,Hombres,27.0,13.0,S,Barato,Rev,Montvila,Juozas,1885,0,Sin Familia
888,1,1ª Clase,Mujeres,19.0,30.0,S,Caro,Miss,Graham,Margaret,1893,0,Sin Familia
889,0,3ª Clase,Mujeres,22.0,23.45,S,Caro,Miss,Johnston,Catherine,1890,3,Con Familia
890,1,1ª Clase,Hombres,26.0,30.0,C,Caro,Mr,Behr,Karl,1886,0,Sin Familia
891,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Dooley,Patrick,1880,0,Sin Familia
